번호,사업장명,위도,경도,영업상태명,소재지전화,소재지전체주소,도로명전체주소,의료기관종별명,의료인수,병상수
6628,거북섬한방병원,37.32568056,126.67698016,영업/정상,031-497-7582,경기도 시흥시 정왕동 2703-9 가람타워,"경기도 시흥시 거북섬1길 6, 거북섬1길 10, 3층 (정왕동)",한방병원,4,52
6629,자인힐병원,35.327329357,129.01543167,영업/정상,055-379-3331,경상남도 양산시 물금읍 범어리 2711-11 캠퍼스프라자1차,"경상남도 양산시 물금읍 청운로 345, 캠퍼스프라자1차 202,204~208,302,305~308,701호",병원,7,55
6630,희망찬요양병원,37.414646249,126.67742541,영업/정상,032-816-2000,인천광역시 연수구 연수동 597-1,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",요양병원(일반요양병원),30,199
6631,생기가득한방병원,,,영업/정상,031-457-7575,,"경기도 안양시 동안구 경수대로 689, 생기가득 한방병원 2~5층 (호계동)",한방병원,24,66
6632,서울이왕병원,37.459963456,126.68066622,영업/정상,032-233-9988,,"인천광역시 미추홀구 미추홀대로 702, 효광빌딩 2,3,4,7,8층 (주안동)",병원,45,70
6633,홀리병원,,,영업/정상,02-381-1175,경기도 고양시 덕양구 지축동 1007-4 로로프라자,"경기도 고양시 덕양구 지축1로 65, 로로프라자 3~6층 (지축동)",병원,51,120
6634,포그니병원,37.49745624,126.86312698,영업/정상,02-2613-7000,,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 6,7층 (고척동)",병원,18,99
6635,센트럴요양병원,35.894214135,128.59418065,영업/정상,053-957-8888,,"대구광역시 북구 연암로 111, 지하1층,지상1~6층 (산격동)",요양병원(일반요양병원),33,230
6636,슈어치과교정과치과병원,37.488195506,126.55840146,영업/정상,032-752-2891,,"인천광역시 중구 하늘중앙로225번길 3-0, 301302호 (중산동,영종M타워)",치과병원,2,0
6637,스마일요양병원,35.149571012,126.83720375,영업/정상,062-372-1000,광주광역시 서구 치평동 894-7,광주광역시 서구 상무누리로 75(치평동),요양병원(일반요양병원),5,83
6638,성심요양병원,37.431496485,127.25842049,영업/정상,031-766-7000,,경기도 광주시 중앙로349번길 25(송정동),요양병원(일반요양병원),37,241
6639,우아한방병원,35.09130593,128.90336311,영업/정상,051-202-8080,부산광역시 강서구 명지동 3593-1 우진메디컬프라자,"부산광역시 강서구 명지국제1로 25, 우진메디컬프라자 5층 (명지동)",한방병원,9,38
6640,새로본한방병원,35.932510299,128.54798388,영업/정상,053-292-0090,,"대구광역시 북구 칠곡중앙대로 411, 6,7층 (태전동)",한방병원,16,38
6641,엘에스한방병원,37.610923699,127.16877649,영업/정상,031-523-2266,경기도 남양주시 다산동 6193-1,"경기도 남양주시 경춘로 508-4, 5,6층 516~531,601~631호 (다산동)",한방병원,14,60
6642,무이재한방병원,37.512101073,127.02363161,영업/정상,02-1899-1209,서울특별시 강남구 논현동 54-4,"서울특별시 강남구 학동로 117, B1~9F층 (논현동)",한방병원,33,129
6643,자향한방병원,37.637569535,127.0364896,영업/정상,02-991-1075,,"서울특별시 도봉구 덕릉로 215, 3~7층 (창동)",한방병원,16,64
6644,거인병원,35.194746848,129.06531106,영업/정상,996-7000,부산광역시 동래구 사직동 102-14 거인병원,"부산광역시 동래구 여고로 12, 거인병원 지하1,지상2~10층 (사직동)",병원,71,103
6645,천안퍼스트힐요양병원,36.824078874,127.12273187,영업/정상,041-904-7000,,"충청남도 천안시 서북구 백석로 99, 1층~4층 (백석동)",요양병원(일반요양병원),10,48
6646,서울연세병원,37.542472077,126.94030325,영업/정상,02-2293-7582,"서울특별시 마포구 용강동 473-1 대현빌딩 지하층 , 지상2층~지상6층","서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",병원,26,44
6647,강서365한방병원,37.556491628,126.8543375,영업/정상,02-3663-3655,서울특별시 강서구 등촌동 726 가양역 두산위브,"서울특별시 강서구 공항대로45길 15, 상가동 7~11층 (등촌동, 가양역 두산위브)",한방병원,20,68
6648,새봄병원,35.204666032,129.07654752,영업/정상,051-503-8288,"부산광역시 동래구 온천동 1441-13 3층일부, 7~10층","부산광역시 동래구 충렬대로 152, 3층일부,7~10층 (온천동)",병원,53,115
6649,누리한방병원,37.43845755,126.78893187,영업/정상,031-311-8077,,"경기도 시흥시 수인로3325번길 5, 강남병원 (신천동)",한방병원,5,45
6650,한빛요양병원,35.17099851,128.11850315,영업/정상,055-754-9000,,"경상남도 진주시 대신로 120, 한빛요양병원 지하2층 2층-9층층 (상평동)",요양병원(일반요양병원),35,299
6651,행복한방병원,37.225216695,126.94690343,영업/정상,031-295-2000,,"경기도 화성시 봉담읍 상리2길 55, 6~8층",한방병원,9,80
6652,매듭병원,37.23889591,127.05351113,영업/정상,031-1800-9909,,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",병원,27,79
6653,개금진한방병원,35.153596398,129.02168243,영업/정상,051-976-1000,부산광역시 부산진구 개금동 511-1 개금메디칼빌딩,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 3층 (개금동)",한방병원,11,50
6654,구미숲요양병원,36.086598582,128.43027089,영업/정상,054-471-1000,,경상북도 구미시 인동36길 89-0 (구평동),요양병원(일반요양병원),10,149
6655,이본한방병원,34.966547978,127.5204991,영업/정상,061725-8575,전라남도 순천시 조례동 816-1,"전라남도 순천시 백강로 375-11, 3~4층 (조례동)",한방병원,6,46
6656,동명병원,35.15056154,126.92862862,영업/정상,062-670-3333,광주광역시 동구 동명동 20-4,광주광역시 동구 동명로70번길 5(동명동),병원,82,245
6657,드림힐 요양병원,33.477070387,126.63979321,영업/정상,064-759-9960,,제주특별자치도 제주시 조천읍 번영로 957,요양병원(일반요양병원),8,68
6658,송도한방병원,37.384079779,126.64190971,영업/정상,032-715-5151,인천광역시 연수구 송도동 8-21 송도타임스페이스 A동 6층,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A동 6층 (송도동)",한방병원,8,44
6659,행복마을요양병원,37.467662629,126.70721875,영업/정상,032-441-3338,인천광역시 남동구 간석동 216-3 새마을금고중앙회,"인천광역시 남동구 백범로 398, 새마을금고중앙회 (간석동)",요양병원(일반요양병원),26,200
6660,인천힘찬종합병원,37.40123365,126.7144464,영업/정상,032-1899-2220,인천광역시 남동구 논현동 640-1 인천힘찬종합병원,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",종합병원,106,237
6661,예영한방병원,37.334872541,127.10838198,영업/정상,-9724,,"경기도 용인시 수지구 용구대로 2793, 2층 (죽전동, LH 청년나래家)",한방병원,16,37
6662,경대자연병원,35.942482256,128.61734409,영업/정상,053-267-5011,,"대구광역시 북구 동화천로 241, 4~7층 (연경동)",병원,24,99
6663,위드힘병원,37.536375679,127.13906483,영업/정상,02-473-1531,서울특별시 강동구 길동 412-10 SC MEDI TOWER,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",병원,23,65
6664,창한방병원,35.852177939,128.54340219,영업/정상,053-556-9900,,"대구광역시 달서구 달구벌대로 1616, 핸즈미세빌딩 (감삼동)",한방병원,37,99
6665,국제바로병원,37.465409075,126.69333409,영업/정상,032-722-8585,인천광역시 남동구 간석동 895,"인천광역시 남동구 석정로 518, 1층일부, 2층일부 ~ 9층 (간석동)",병원,95,144
6666,엘병원,37.648757466,127.14112163,영업/정상,1899-3377,경기도 남양주시 퇴계원읍 퇴계원리 218-20,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",병원,106,156
6667,용인나로한방병원,37.27768622,127.15358574,영업/정상,031-360-7579,,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 B동 3,6,7층 (중동)",한방병원,13,51
6668,수월한방병원,35.836114971,128.6245158,영업/정상,053-745-5000,,"대구광역시 수성구 동대구로 64, 2~5,13일부층 (지산동)",한방병원,55,78
6669,바르다임병원,37.182045501,127.12395092,영업/정상,031-8058-0123,,"경기도 화성시 동탄신리천로 408, M메디컬프라자 4,5,6층 (목동)",병원,32,61
6670,이가양정요양병원,35.181130805,126.80223866,영업/정상,062-675-7777,,광주광역시 광산구 하남울로 10 (하남동),요양병원(일반요양병원),9,78
6671,허그요양병원,35.159999327,126.8096399,영업/정상,062-942-7588,광주광역시 광산구 우산동 1597-1,광주광역시 광산구 무진대로 272-8 (우산동),요양병원(일반요양병원),13,116
6672,서울세계로병원,37.486613057,127.14225607,영업/정상,02-1670-9111,서울특별시 송파구 거여동 604,"서울특별시 송파구 위례서로 248, 지하1층, 2층, 5~12층 (거여동)",병원,42,152
6673,송도우리아이병원,37.384079779,126.64190971,영업/정상,032-834-2553,"인천광역시 연수구 송도동 8-21 송도타임스페이스 A동 7,8,9층","인천광역시 연수구 하모니로 158, 송도타임스페이스 A동 7,8,9층 (송도동)",병원,15,46
6674,리체한방병원,37.599281699,127.13288908,영업/정상,-2771,,"경기도 구리시 경춘로162번길 26, 썬사우나 (교문동)",한방병원,13,64
6675,계림병원,35.160928424,126.92016195,영업/정상,062-222-0007,광주광역시 동구 계림동 564-6,광주광역시 동구 중앙로 327 (계림동),병원,4,68
6676,장현한방병원,37.377749349,126.78930627,영업/정상,031-507-0055,,"경기도 시흥시 황고개로 526, 6~7층전체호, 8층 801호 (장곡동)",한방병원,16,52
6677,의료법인 나누리의료재단 효성한방병원,37.442238858,126.79148662,영업/정상,031-315-9977,,"경기도 시흥시 비둘기공원6길 13-1, 월드프라자 8층 (대야동)",한방병원,9,30
6678,동탄2튼튼한방병원,37.207572884,127.11080135,영업/정상,-9893,,"경기도 화성시 동탄순환대로 704, 성산타워 A동 5,6,7층 (영천동)",한방병원,20,48
6679,수월한방병원,35.824908799,128.52794676,영업/정상,053-643-5000,,"대구광역시 달서구 조암로 17, 월성동 이래타워 키즈 2,3,4층 (월성동)",한방병원,20,56
6680,은평포레스트한방병원,37.60347618,126.93533551,영업/정상,02-6951-2727,,"서울특별시 은평구 통일로 636, 은평 미드스퀘어 4,5층 (녹번동)",한방병원,26,52
6681,의료법인가평의료재단 첨단선병원,35.200202136,126.86309612,영업/정상,062-975-1000,광주광역시 북구 연제동 1061,"광주광역시 북구 첨단연신로 25, 1,2,4,5층 501호 (연제동)",병원,65,156
6682,고구려한방병원,37.542838229,126.73251329,영업/정상,032-547-7727,,"인천광역시 계양구 경명대로 1130, 2~5층 (계산동)",한방병원,20,54
6683,다나음한방병원,37.416711313,126.67839855,영업/정상,032-813-1070,,"인천광역시 연수구 먼우금로222번길 13, 지상1~5층 (연수동)",한방병원,16,59
6684,라현한방병원,37.278042972,127.15170277,영업/정상,031-274-7572,,"경기도 용인시 기흥구 동백죽전대로 444, 쥬네브,5003~5006호 5층 (중동)",한방병원,12,50
6685,의료법인 제노플랜의료재단 세인트힐요양병원,37.076882157,127.037709,영업/정상,031-662-2500,,경기도 평택시 고덕면 고덕북로 5,요양병원(일반요양병원),25,149
6686,금정어린이병원,35.24512592,129.09221447,영업/정상,051-967-5225,부산광역시 금정구 구서동 420-3,"부산광역시 금정구 금정로 244, 2~5층 (구서동)",병원,10,47
6687,가톨릭대학교 은평성모병원,37.633582557,126.91610901,영업/정상,02-1811-7755,,서울특별시 은평구 통일로 1021 (진관동),종합병원,1353,805
6688,의료법인희망의료재단희망병원,35.376945733,127.14036272,영업/정상,063-652-2611,전북특별자치도 순창군 순창읍 순화리 112-6 2층,"전북특별자치도 순창군 순창읍 장류로 347, 2층",병원,2,36
6689,예향한방병원,35.157646751,126.91698288,영업/정상,062-365-2475,,광주광역시 동구 경양로 237 (계림동),한방병원,6,74
6690,의료법인태종의료재단순창요양병원,35.364970396,127.14121243,영업/정상,063-650-8000,전북특별자치도 순창군 순창읍 가남리 507-7,전북특별자치도 순창군 순창읍 순창로 105,요양병원(일반요양병원),59,554
6691,서울페이스21치과병원,37.49784648,127.02863704,영업/정상,02-556-2021,,"서울특별시 강남구 강남대로 390, 미진프라자 21층 (역삼동)",치과병원,8,4
6692,지온병원,35.223523025,129.08566719,영업/정상,051-714-5770,부산광역시 금정구 장전동 686-10,"부산광역시 금정구 온천장로 146, 지하1,지상3~11층 (장전동)",병원,17,99
6693,리솜한방병원,37.458888593,126.89769796,영업/정상,02-896-0010,서울특별시 금천구 시흥동 113-14 리솜메디라이프,"서울특별시 금천구 시흥대로79길 15, 리솜메디라이프 4~7층 (시흥동)",한방병원,10,61
6694,황금손한방병원,35.205255981,129.07750838,영업/정상,051-710-7737,부산광역시 동래구 온천동 1439-3 이센타워,"부산광역시 동래구 중앙대로 1325, 이센타워 2,4,5층 (온천동)",한방병원,18,59
6695,웰니스어린이병원,36.598052392,127.50469816,영업/정상,043-225-7700,,충청북도 청주시 상당구 2순환로2031번길 6-20 (방서동),병원,17,43
6696,채움휴병원,35.177335546,126.82404693,영업/정상,062-266-9000,광주광역시 광산구 운남동 525-27 다스람요양병원,광주광역시 광산구 목련로219번길 140 (운남동),병원,4,80
6697,나은한방병원,35.186354607,126.89784432,영업/정상,062-525-1234,광주광역시 북구 용봉동 475 (주)해인리츠빌딩,"광주광역시 북구 설죽로 301, (주)해인리츠빌딩 3~5층 (용봉동)",한방병원,6,70
6698,일광한방병원,35.265247689,129.22709887,영업/정상,051-724-9000,,"부산광역시 기장군 일광읍 해빛6로 85-4, 스타타워Ⅱ 6~8층",한방병원,21,54
6699,국립마산병원,35.168697705,128.56621062,영업/정상,055-246-1141,,"경상남도 창원시 마산합포구 가포로 215 (가포동, 국립마산병원)",병원,75,292
6700,근로복지공단 창원병원,35.218488722,128.67141214,영업/정상,055-280-7619,,경상남도 창원시 성산구 창원대로 721 (중앙동),종합병원,243,257
6701,학교법인성균관대학삼성창원병원,,,영업/정상,055-233-8899,,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",종합병원,1157,719
